recommendation_id,Matnr,Werks,material_description,criticality,demand_pattern,consumptions_12m,lead_time_days,current_rop,recommended_rop,current_safety_stock,recommended_safety_stock,current_max_stock,recommended_max_stock,recommendation_type,reason,status,created_on
REC-001663,000000000010001063,2000,Gland Packing Seal Ring 10/8 SANDVIK,INSURANCE,INTERMITTENT,6,77,2.124,3.200,1.134,1.700,4.808,5.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 2.124. At the INSURANCE service level of 90% and a 77-day lead time, the reorder point should be 3.2.",APPROVED,2026-06-24
REC-001664,000000000010001063,3000,Gland Packing Seal Ring 10/8 SANDVIK,INSURANCE,INTERMITTENT,7,77,10.900,10.900,4.777,4.800,19.871,18.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 10 is below the current reorder point 10.9. At the INSURANCE service level of 90% and a 77-day lead time, the reorder point should be 10.9.",PROPOSED,2026-06-16
REC-001665,000000000010001064,1000,Hydraulic Power Pack DN100 METSO,INSURANCE,REGULAR,12,63,62.220,67.500,11.608,12.600,141.317,147.000,ROP_MAX_SAFETY_STOCK,Regular consumption of 26.5 per month over 24 months with a 63-day lead time gives a reorder point of 67.5 against the current 62.22.,APPROVED,2026-05-21
REC-001666,000000000010001065,3000,Ball Mill Shell Liner Plate 6/4 MULTOTEC,CRITICAL,INTERMITTENT,0,107,12.253,8.200,8.964,6.000,12.644,10.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 12.253. At the CRITICAL service level of 98% and a 107-day lead time, the reorder point should be 8.2.",PROPOSED,2026-05-24
REC-001667,000000000010001065,1000,Ball Mill Shell Liner Plate 6/4 MULTOTEC,CRITICAL,INTERMITTENT,0,107,8.899,14.900,5.667,9.500,27.045,19.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 8.899. At the CRITICAL service level of 98% and a 107-day lead time, the reorder point should be 14.9.",PROPOSED,2026-09-02
REC-001668,000000000010001066,4000,Level Radar Transmitter TYPE B FLSM,INSURANCE,INTERMITTENT,7,167,3.818,4.700,1.225,1.500,9.837,6.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 3.818. At the INSURANCE service level of 90% and a 167-day lead time, the reorder point should be 4.7.",APPROVED,2026-08-06
REC-001669,000000000010001067,1000,Crusher Main Shaft Bearing DN150 WEIR,NORMAL,INTERMITTENT,2,35,2.087,1.800,1.289,1.100,5.621,3.500,ROP_MAX_SAFETY_STOCK,Stock on hand 6 exceeds the current maximum 5.621. Consumption of 0.6 per month supports a maximum of 3.5.,APPROVED,2026-08-11
REC-001670,000000000010001067,4000,Crusher Main Shaft Bearing DN150 WEIR,NORMAL,INTERMITTENT,5,35,2.739,1.800,1.643,1.100,5.112,3.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.6 per month over 24 months with a 35-day lead time gives a reorder point of 1.8 against the current 2.739.,APPROVED,2026-06-21
REC-001671,000000000010001068,1000,Flotation Cell Impeller HD KSB,INSURANCE,REGULAR,12,48,81.970,68.600,17.655,14.800,298.827,171.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 81.97. At the INSURANCE service level of 90% and a 48-day lead time, the reorder point should be 68.6.",APPROVED,2026-05-19
REC-001672,000000000010001069,1000,Pump Impeller TYPE A ABB,CRITICAL,INTERMITTENT,4,96,14.393,11.400,9.081,7.200,14.845,15.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 7 is below the current reorder point 14.393. At the CRITICAL service level of 98% and a 96-day lead time, the reorder point should be 11.4.",PROPOSED,2026-07-11
REC-001673,000000000010001069,2000,Pump Impeller TYPE A ABB,CRITICAL,INTERMITTENT,3,96,11.369,9.700,7.824,6.700,14.848,12.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 7 is below the current reorder point 11.369. At the CRITICAL service level of 98% and a 96-day lead time, the reorder point should be 9.7.",PROPOSED,2026-08-15
REC-001674,000000000090000054,4000,Conveyor Drive Motor 6/4 METSO,OBSOLETE,NO_DEMAND,0,7,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,APPROVED,2026-08-24
REC-001675,000000000010001070,3000,Thickener Rake Seal Kit 200MM SEW,INSURANCE,INTERMITTENT,6,146,7.312,9.100,3.615,4.500,8.673,12.000,ROP_MAX_SAFETY_STOCK,Stock on hand 10 exceeds the current maximum 8.673. Consumption of 1.0 per month supports a maximum of 12.,APPROVED,2026-09-01
REC-001676,000000000030000269,2000,Flotation Cell Impeller DN100 ABB,IMPACT,ON_DEMAND,1,35,0.000,7.100,0.000,5.100,0.000,12.200,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 7.1 and a maximum of 12.2.,HELD,2026-07-07
REC-001677,000000000010001071,3000,Hydraulic Pump Assembly 6/4 SKF,INSURANCE,REGULAR,12,35,78.133,52.500,13.368,9.000,172.777,166.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 78.133. At the INSURANCE service level of 90% and a 35-day lead time, the reorder point should be 52.5.",PROPOSED,2026-08-02
REC-001678,000000000010001072,4000,MCC Feeder Circuit Breaker 150MM SEW,INSURANCE,INTERMITTENT,5,149,13.590,9.600,6.116,4.300,20.836,12.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.1 per month over 24 months with a 149-day lead time gives a reorder point of 9.6 against the current 13.59.,APPROVED,2026-07-01
REC-001679,000000000010001073,4000,Flow Meter Sensor Head 10/8 FLSM,INSURANCE,INTERMITTENT,7,126,5.211,3.200,2.145,1.300,5.211,4.600,ROP_MAX_SAFETY_STOCK,Stock on hand 6 exceeds the current maximum 5.211. Consumption of 0.5 per month supports a maximum of 4.6.,APPROVED,2026-08-09
REC-001680,000000000010001073,3000,Flow Meter Sensor Head 10/8 FLSM,INSURANCE,INTERMITTENT,6,126,10.109,6.800,3.959,2.700,15.802,9.800,ROP_MAX_SAFETY_STOCK,Stock on hand 16 exceeds the current maximum 15.802. Consumption of 1.0 per month supports a maximum of 9.8.,APPROVED,2026-05-28
REC-001681,000000000010001074,3000,Conveyor Drive Motor 110KW SANDVIK,CRITICAL,INTERMITTENT,4,63,2.507,2.600,1.835,1.900,3.439,3.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 2.507. At the CRITICAL service level of 98% and a 63-day lead time, the reorder point should be 2.6.",PROPOSED,2026-08-24
REC-001682,000000000010001075,2000,Crusher Main Shaft Bearing 6/4 SANDVIK,CRITICAL,SLOW,2,126,4.062,2.600,2.713,1.700,4.062,3.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 4 is below the current reorder point 4.062. At the CRITICAL service level of 98% and a 126-day lead time, the reorder point should be 2.6.",APPROVED,2026-09-01
REC-001683,000000000010001076,1000,Crusher Hydroset Cylinder 8/6 METSO,NORMAL,REGULAR,12,31,17.635,15.800,3.545,3.200,38.842,52.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 17.635. At the NORMAL service level of 85% and a 31-day lead time, the reorder point should be 15.8.",PROPOSED,2026-08-11
REC-001684,000000000080000263,4000,Agitator Shaft Seal TYPE A KSB,IMPACT,INTERMITTENT,7,14,2.493,2.500,1.789,1.800,12.598,7.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.5 per month over 24 months with a 14-day lead time gives a reorder point of 2.5 against the current 2.493.,HELD,2026-08-07
REC-001685,000000000010001077,1000,Hydraulic Pump Assembly 200MM WEIR,IMPACT,REGULAR,11,35,62.269,57.300,15.712,14.500,253.009,169.100,ROP_MAX_SAFETY_STOCK,Regular consumption of 37.2 per month over 24 months with a 35-day lead time gives a reorder point of 57.3 against the current 62.269.,PROPOSED,2026-08-21
REC-001686,000000000010001078,4000,Flotation Blower Motor TYPE A SIEMENS,CRITICAL,INTERMITTENT,4,196,4.789,10.600,2.368,5.200,15.680,13.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 4.789. At the CRITICAL service level of 98% and a 196-day lead time, the reorder point should be 10.6.",REJECTED,2026-09-02
REC-001687,000000000010001078,3000,Flotation Blower Motor TYPE A SIEMENS,CRITICAL,INTERMITTENT,5,196,4.282,5.700,2.027,2.700,11.976,7.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 196-day lead time gives a reorder point of 5.7 against the current 4.282.,APPROVED,2026-05-14
REC-001688,000000000080000264,2000,Crusher Main Shaft Bearing 110KW METSO,CRITICAL,INTERMITTENT,7,44,11.048,6.500,7.682,4.500,11.104,10.600,ROP_MAX_SAFETY_STOCK,Stock on hand 12 exceeds the current maximum 11.104. Consumption of 1.4 per month supports a maximum of 10.6.,APPROVED,2026-05-14
REC-001689,000000000010001079,4000,PLC Digital Output Card 200MM FLSM,NORMAL,REGULAR,12,7,3.508,6.200,1.084,1.900,106.330,62.600,ROP_MAX_SAFETY_STOCK,Regular consumption of 18.8 per month over 24 months with a 7-day lead time gives a reorder point of 6.2 against the current 3.508.,APPROVED,2026-06-29
REC-001690,000000000010001080,1000,Conveyor Drive Gearbox 110KW ABB,CRITICAL,INTERMITTENT,0,113,11.192,12.800,6.309,7.200,29.836,17.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 11.192. At the CRITICAL service level of 98% and a 113-day lead time, the reorder point should be 12.8.",APPROVED,2026-08-08
REC-001691,000000000010001083,2000,Mill Liner 55KW SIEMENS,CRITICAL,INTERMITTENT,3,54,7.227,5.500,4.836,3.700,8.202,8.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 54-day lead time gives a reorder point of 5.5 against the current 7.227.,REJECTED,2026-07-25
REC-001692,000000000030000272,2000,Cyclone Apex Liner 10/8 WEIR,CRITICAL,ON_DEMAND,0,102,0.000,9.200,0.000,5.600,0.000,12.400,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 9.2 and a maximum of 12.4.,APPROVED,2026-05-23
REC-001693,000000000090000055,4000,Mill Lube Pump Motor 110KW SEW,OBSOLETE,NO_DEMAND,0,40,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,APPROVED,2026-08-25
REC-001694,000000000090000055,2000,Mill Lube Pump Motor 110KW SEW,OBSOLETE,NO_DEMAND,0,40,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,PROPOSED,2026-08-24
REC-001695,000000000010001084,2000,Thickener Rake Seal Kit 110KW WEIR,NORMAL,INTERMITTENT,6,27,3.187,3.200,1.886,1.900,12.095,7.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.5 per month over 24 months with a 27-day lead time gives a reorder point of 3.2 against the current 3.187.,PROPOSED,2026-07-30
REC-001696,000000000010001084,3000,Thickener Rake Seal Kit 110KW WEIR,NORMAL,INTERMITTENT,7,27,2.621,1.700,1.347,0.900,4.339,4.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.9 per month over 24 months with a 27-day lead time gives a reorder point of 1.7 against the current 2.621.,PROPOSED,2026-05-17
REC-001697,000000000010001085,4000,Valve Assembly 250KW SEW,CRITICAL,INTERMITTENT,0,115,5.954,5.100,3.591,3.100,11.710,6.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 5.954. At the CRITICAL service level of 98% and a 115-day lead time, the reorder point should be 5.1.",APPROVED,2026-07-06
REC-001698,000000000010001086,4000,Flotation Blower Motor TYPE B FLSM,IMPACT,INTERMITTENT,4,21,4.326,4.200,3.197,3.100,6.870,8.900,ROP_MAX_SAFETY_STOCK,Stock on hand 7 exceeds the current maximum 6.87. Consumption of 1.6 per month supports a maximum of 8.9.,APPROVED,2026-05-31
REC-001699,000000000010001087,3000,Mill Lube Pump Motor 10/8 METSO,CRITICAL,INTERMITTENT,0,113,5.744,9.400,2.935,4.800,9.808,13.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 5.744. At the CRITICAL service level of 98% and a 113-day lead time, the reorder point should be 9.4.",PROPOSED,2026-08-04
REC-001700,000000000090000056,3000,Thickener Rake Drive Gearbox HD,OBSOLETE,NO_DEMAND,0,31,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,REJECTED,2026-08-19
REC-001701,000000000090000056,4000,Thickener Rake Drive Gearbox HD,OBSOLETE,NO_DEMAND,0,31,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,REJECTED,2026-08-04
REC-001702,000000000010001089,4000,Conveyor Idler Roller Set 10/8 WEIR,NORMAL,INTERMITTENT,5,30,1.982,1.500,1.184,0.900,5.492,3.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.6 per month over 24 months with a 30-day lead time gives a reorder point of 1.5 against the current 1.982.,APPROVED,2026-06-17
REC-001703,000000000010001089,2000,Conveyor Idler Roller Set 10/8 WEIR,NORMAL,INTERMITTENT,3,30,1.195,1.400,0.753,0.900,3.035,3.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 1.195. At the NORMAL service level of 85% and a 30-day lead time, the reorder point should be 1.4.",HELD,2026-05-18
REC-001704,000000000010001090,3000,Slurry Density Transmitter 10/8 FLSM,INSURANCE,INTERMITTENT,3,128,6.394,4.300,3.027,2.000,6.394,5.900,ROP_MAX_SAFETY_STOCK,Stock on hand 7 exceeds the current maximum 6.394. Consumption of 0.5 per month supports a maximum of 5.9.,APPROVED,2026-08-12
REC-001705,000000000010001091,2000,Agitator Shaft Seal 250KW SANDVIK,CRITICAL,INTERMITTENT,6,118,7.489,9.900,4.179,5.500,18.101,13.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 7 is below the current reorder point 7.489. At the CRITICAL service level of 98% and a 118-day lead time, the reorder point should be 9.9.",REJECTED,2026-06-14
REC-001706,000000000010001093,2000,Cyclone Apex Liner 250MM SKF,NORMAL,INTERMITTENT,2,27,5.499,3.100,3.419,1.900,5.499,7.100,ROP_MAX_SAFETY_STOCK,Stock on hand 8 exceeds the current maximum 5.499. Consumption of 1.3 per month supports a maximum of 7.1.,APPROVED,2026-08-21
REC-001707,000000000010001094,4000,Thickener Rake Seal Kit 10/8 METSO,NORMAL,REGULAR,12,41,85.859,49.800,17.787,10.300,122.830,137.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 26 is below the current reorder point 85.859. At the NORMAL service level of 85% and a 41-day lead time, the reorder point should be 49.8.",PROPOSED,2026-05-13
REC-001708,000000000010001096,4000,Pump Impeller 150MM SKF,NORMAL,INTERMITTENT,3,36,1.016,1.500,0.607,0.900,4.213,3.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 36-day lead time gives a reorder point of 1.5 against the current 1.016.,APPROVED,2026-05-31
REC-001709,000000000010001096,2000,Pump Impeller 150MM SKF,NORMAL,INTERMITTENT,7,36,3.288,6.500,1.707,3.400,18.580,14.400,ROP_MAX_SAFETY_STOCK,Stock on hand 19 exceeds the current maximum 18.58. Consumption of 2.6 per month supports a maximum of 14.4.,REJECTED,2026-08-18
REC-001710,000000000010001097,4000,Variable Speed Drive Unit 250KW MULTOTEC,IMPACT,SLOW,1,11,0.438,0.500,0.377,0.400,1.642,1.000,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 11-day lead time gives a reorder point of 0.5 against the current 0.438.,APPROVED,2026-05-16
REC-001711,000000000030000274,2000,Slurry Density Transmitter 250KW SEW,CRITICAL,ON_DEMAND,1,138,0.000,10.900,0.000,6.600,0.000,13.800,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 10.9 and a maximum of 13.8.,REJECTED,2026-07-07
REC-001712,000000000010001098,4000,Hydraulic Power Pack 10/8 SKF,CRITICAL,INTERMITTENT,3,95,12.622,13.500,8.347,8.900,24.305,17.900,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.5 per month over 24 months with a 95-day lead time gives a reorder point of 13.5 against the current 12.622.,REJECTED,2026-08-25
REC-001713,000000000080000265,1000,Gearbox Bearing 250KW SANDVIK,IMPACT,INTERMITTENT,3,53,5.527,6.500,3.416,4.000,17.164,10.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 5 is below the current reorder point 5.527. At the IMPACT service level of 95% and a 53-day lead time, the reorder point should be 6.5.",APPROVED,2026-07-23
REC-001714,000000000080000265,2000,Gearbox Bearing 250KW SANDVIK,IMPACT,INTERMITTENT,3,53,4.022,5.300,2.746,3.600,13.488,8.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 53-day lead time gives a reorder point of 5.3 against the current 4.022.,PROPOSED,2026-07-14
REC-001715,000000000010001100,2000,Crusher Hydroset Cylinder 110KW METSO,INSURANCE,INTERMITTENT,4,231,6.645,5.000,2.392,1.800,6.645,6.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 5 is below the current reorder point 6.645. At the INSURANCE service level of 90% and a 231-day lead time, the reorder point should be 5.",APPROVED,2026-07-29
REC-001716,000000000010001100,4000,Crusher Hydroset Cylinder 110KW METSO,INSURANCE,INTERMITTENT,6,231,6.226,6.800,1.566,1.700,10.823,8.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.7 per month over 24 months with a 231-day lead time gives a reorder point of 6.8 against the current 6.226.,REJECTED,2026-06-17
REC-001717,000000000010001101,1000,Mill Lube Pump Motor TYPE B MULTOTEC,INSURANCE,INTERMITTENT,2,236,5.118,4.300,2.044,1.700,6.316,5.300,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.3 per month over 24 months with a 236-day lead time gives a reorder point of 4.3 against the current 5.118.,PROPOSED,2026-07-07
REC-001718,000000000010001101,4000,Mill Lube Pump Motor TYPE B MULTOTEC,INSURANCE,INTERMITTENT,3,236,5.661,14.000,2.139,5.300,15.429,17.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 5.661. At the INSURANCE service level of 90% and a 236-day lead time, the reorder point should be 14.",REJECTED,2026-06-19
REC-001719,000000000080000266,2000,Valve Assembly 250KW SANDVIK,IMPACT,INTERMITTENT,7,46,5.980,4.200,3.666,2.600,11.076,7.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.1 per month over 24 months with a 46-day lead time gives a reorder point of 4.2 against the current 5.98.,REJECTED,2026-08-31
REC-001720,000000000090000057,2000,Flotation Blower Motor DN150 ABB,OBSOLETE,NO_DEMAND,0,47,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,APPROVED,2026-07-18
REC-001721,000000000090000057,1000,Flotation Blower Motor DN150 ABB,OBSOLETE,NO_DEMAND,0,47,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,APPROVED,2026-06-17
REC-001722,000000000010001103,4000,Flotation Blower Motor DN150 SEW,NORMAL,REGULAR,10,10,9.468,18.200,2.963,5.700,168.812,132.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 9.468. At the NORMAL service level of 85% and a 10-day lead time, the reorder point should be 18.2.",PROPOSED,2026-05-18
REC-001723,000000000010001104,1000,Cyclone Apex Liner 10/8 ABB,INSURANCE,INTERMITTENT,5,80,5.690,7.500,3.034,4.000,17.319,11.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.3 per month over 24 months with a 80-day lead time gives a reorder point of 7.5 against the current 5.69.,PROPOSED,2026-08-26
REC-001724,000000000010001105,4000,Flotation Blower Motor DN100 WEIR,CRITICAL,REGULAR,12,114,88.345,62.700,15.778,11.200,171.232,104.000,ROP_MAX_SAFETY_STOCK,Regular consumption of 13.8 per month over 24 months with a 114-day lead time gives a reorder point of 62.7 against the current 88.345.,PROPOSED,2026-08-04
REC-001725,000000000010001105,2000,Flotation Blower Motor DN100 WEIR,CRITICAL,REGULAR,12,114,43.690,50.900,9.294,10.800,122.650,83.000,ROP_MAX_SAFETY_STOCK,Regular consumption of 10.7 per month over 24 months with a 114-day lead time gives a reorder point of 50.9 against the current 43.69.,APPROVED,2026-07-31
